lead_id,chuck_id,mensaje_chuck,intencion,pre_precio,lead_clase
L00121,CHUCK_06,retomo la conversacion para ayudarte con la decision.,seguimiento,0,frio
L00122,CHUCK_03,retomo la conversacion para ayudarte con la decision.,seguimiento,0,tibio
L00123,CHUCK_10,te escribo para dar seguimiento a tu interes.,seguimiento,0,frio
L00124,CHUCK_01,quedo atento para continuar cuando te venga bien.,seguimiento,1,tibio
L00125,CHUCK_07,te ayudo con soporte tecnico paso a paso.,soporte,1,frio
L00126,CHUCK_03,te comparto los beneficios para tu caso de uso.,consulta_producto,0,tibio
L00127,CHUCK_03,"el costo depende del paquete, te paso las opciones de precio.",consulta_precio,1,tibio
L00128,CHUCK_05,te comparo este plan frente a otras alternativas del mercado.,comparacion,1,tibio
L00129,CHUCK_05,"gracias por tu tiempo, quedo atento a cualquier consulta.",despedida,0,frio
L00130,CHUCK_01,podemos resolver esa objecion con una opcion mas flexible.,objecion,0,frio
L00131,CHUCK_03,quedo atento para continuar cuando te venga bien.,seguimiento,0,tibio
L00132,CHUCK_04,podemos resolver esa objecion con una opcion mas flexible.,objecion,0,tibio
L00133,CHUCK_10,"es normal tener esa inquietud, revisemos alternativas.",objecion,0,frio
L00134,CHUCK_04,te escribo para dar seguimiento a tu interes.,seguimiento,1,frio
L00135,CHUCK_03,"tengo disponibilidad para demo, te paso horarios.",agendar_demo,0,tibio
L00136,CHUCK_05,"gracias por tu tiempo, quedo atento a cualquier consulta.",despedida,0,frio
L00137,CHUCK_01,te comparto los beneficios para tu caso de uso.,consulta_producto,0,tibio
L00138,CHUCK_07,"si quieres, te envio una tabla comparativa clara.",comparacion,1,caliente
L00139,CHUCK_05,"si quieres, te envio una tabla comparativa clara.",comparacion,0,caliente
L00140,CHUCK_03,"perfecto, te comparto el link de pago para cerrar la compra.",compra,1,caliente
L00141,CHUCK_01,"el costo depende del paquete, te paso las opciones de precio.",consulta_precio,1,tibio
L00142,CHUCK_06,retomo la conversacion para ayudarte con la decision.,seguimiento,1,frio
L00143,CHUCK_09,"tenemos stock disponible, puedo procesar tu compra en este momento.",compra,0,caliente
L00144,CHUCK_08,"el costo depende del paquete, te paso las opciones de precio.",consulta_precio,1,caliente
L00145,CHUCK_09,"hola, un gusto saludarte. en que te asesoro?",saludo,0,frio
L00146,CHUCK_05,este producto incluye soporte y configuracion inicial.,consulta_producto,0,frio
L00147,CHUCK_01,"si, te puedo detallar precios y promociones vigentes.",consulta_precio,1,caliente
L00148,CHUCK_03,podemos agendar una demo de 20 minutos esta semana.,agendar_demo,0,tibio
L00149,CHUCK_03,"perfecto, te comparto el link de pago para cerrar la compra.",compra,0,caliente
L00150,CHUCK_10,"bienvenido, estoy para ayudarte con toda la informacion.",saludo,0,frio
L00151,CHUCK_10,"tenemos stock disponible, puedo procesar tu compra en este momento.",compra,0,caliente
L00152,CHUCK_08,"excelente decision, te ayudo a completar tu compra ahora.",compra,1,caliente
L00153,CHUCK_02,"el costo depende del paquete, te paso las opciones de precio.",consulta_precio,1,tibio
L00154,CHUCK_01,"excelente decision, te ayudo a completar tu compra ahora.",compra,0,caliente
L00155,CHUCK_05,te comparto los beneficios para tu caso de uso.,consulta_producto,0,frio
L00156,CHUCK_03,"excelente decision, te ayudo a completar tu compra ahora.",compra,1,caliente
L00157,CHUCK_03,te escribo para dar seguimiento a tu interes.,seguimiento,0,tibio
L00158,CHUCK_08,"tengo disponibilidad para demo, te paso horarios.",agendar_demo,1,tibio
L00159,CHUCK_07,vamos a revisar ese inconveniente para resolverlo rapido.,soporte,0,frio
L00160,CHUCK_01,"tengo disponibilidad para demo, te paso horarios.",agendar_demo,0,tibio
L00161,CHUCK_05,"claro, te comparto el precio actualizado del plan.",consulta_precio,1,caliente
L00162,CHUCK_09,"en relacion calidad-precio, esta opcion destaca por soporte y resultados.",comparacion,1,tibio
L00163,CHUCK_08,te comparto los beneficios para tu caso de uso.,consulta_producto,0,tibio
L00164,CHUCK_07,puedo guiarte para solucionar el problema ahora mismo.,soporte,0,frio
L00165,CHUCK_09,"perfecto, te comparto el link de pago para cerrar la compra.",compra,0,caliente
L00166,CHUCK_01,"perfecto, te comparto el link de pago para cerrar la compra.",compra,1,caliente
L00167,CHUCK_07,"el costo depende del paquete, te paso las opciones de precio.",consulta_precio,1,tibio
L00168,CHUCK_05,este producto incluye soporte y configuracion inicial.,consulta_producto,0,frio
L00169,CHUCK_03,fue un gusto ayudarte. estoy disponible cuando lo necesites.,despedida,0,frio
L00170,CHUCK_09,te explico las caracteristicas principales del producto.,consulta_producto,0,tibio
L00171,CHUCK_08,te comparto los beneficios para tu caso de uso.,consulta_producto,0,tibio
L00172,CHUCK_05,"si quieres, te envio una tabla comparativa clara.",comparacion,0,caliente
L00173,CHUCK_02,podemos resolver esa objecion con una opcion mas flexible.,objecion,0,frio
L00174,CHUCK_09,te escribo para dar seguimiento a tu interes.,seguimiento,0,tibio
L00175,CHUCK_10,"excelente decision, te ayudo a completar tu compra ahora.",compra,0,caliente
L00176,CHUCK_09,"en relacion calidad-precio, esta opcion destaca por soporte y resultados.",comparacion,1,tibio
L00177,CHUCK_08,fue un gusto ayudarte. estoy disponible cuando lo necesites.,despedida,0,frio
L00178,CHUCK_07,"el costo depende del paquete, te paso las opciones de precio.",consulta_precio,1,caliente
L00179,CHUCK_06,te comparto los beneficios para tu caso de uso.,consulta_producto,0,tibio
L00180,CHUCK_08,"en relacion calidad-precio, esta opcion destaca por soporte y resultados.",comparacion,1,tibio
L00181,CHUCK_09,"si, te puedo detallar precios y promociones vigentes.",consulta_precio,1,caliente
L00182,CHUCK_06,te explico las caracteristicas principales del producto.,consulta_producto,0,tibio
L00183,CHUCK_05,este producto incluye soporte y configuracion inicial.,consulta_producto,0,tibio
L00184,CHUCK_08,"entiendo tu duda, te aclaro ese punto para que decidas con confianza.",objecion,0,frio
L00185,CHUCK_04,"bienvenido, estoy para ayudarte con toda la informacion.",saludo,0,frio
L00186,CHUCK_08,te comparo este plan frente a otras alternativas del mercado.,comparacion,0,tibio
L00187,CHUCK_03,podemos resolver esa objecion con una opcion mas flexible.,objecion,0,tibio
L00188,CHUCK_06,te comparo este plan frente a otras alternativas del mercado.,comparacion,1,tibio
L00189,CHUCK_05,te escribo para dar seguimiento a tu interes.,seguimiento,0,frio
L00190,CHUCK_04,"el costo depende del paquete, te paso las opciones de precio.",consulta_precio,1,tibio
L00191,CHUCK_02,este producto incluye soporte y configuracion inicial.,consulta_producto,0,tibio
L00192,CHUCK_05,"si quieres, te envio una tabla comparativa clara.",comparacion,1,tibio
L00193,CHUCK_04,te comparo este plan frente a otras alternativas del mercado.,comparacion,1,tibio
L00194,CHUCK_01,"si te parece, coordinamos una demostracion personalizada.",agendar_demo,0,tibio
L00195,CHUCK_07,"tenemos stock disponible, puedo procesar tu compra en este momento.",compra,1,caliente
L00196,CHUCK_07,"entiendo tu duda, te aclaro ese punto para que decidas con confianza.",objecion,0,frio
L00197,CHUCK_07,"si te parece, coordinamos una demostracion personalizada.",agendar_demo,0,tibio
L00198,CHUCK_03,"hola, un gusto saludarte. en que te asesoro?",saludo,0,frio
L00199,CHUCK_02,"en relacion calidad-precio, esta opcion destaca por soporte y resultados.",comparacion,1,tibio
L00200,CHUCK_02,vamos a revisar ese inconveniente para resolverlo rapido.,soporte,0,frio
L00201,CHUCK_10,"perfecto, hablamos pronto. que tengas excelente dia.",despedida,0,frio
L00202,CHUCK_03,"tenemos stock disponible, puedo procesar tu compra en este momento.",compra,1,tibio
L00203,CHUCK_07,te ayudo con soporte tecnico paso a paso.,soporte,0,frio
L00204,CHUCK_09,"excelente decision, te ayudo a completar tu compra ahora.",compra,0,tibio
L00205,CHUCK_03,"claro, te comparto el precio actualizado del plan.",consulta_precio,1,caliente
L00206,CHUCK_07,"hola, gracias por contactarnos. como puedo ayudarte hoy?",saludo,0,frio
L00207,CHUCK_10,"excelente decision, te ayudo a completar tu compra ahora.",compra,0,caliente
L00208,CHUCK_01,"claro, te comparto el precio actualizado del plan.",consulta_precio,1,tibio
L00209,CHUCK_08,"tengo disponibilidad para demo, te paso horarios.",agendar_demo,0,tibio
L00210,CHUCK_03,"si, te puedo detallar precios y promociones vigentes.",consulta_precio,1,caliente
L00211,CHUCK_05,"claro, te comparto el precio actualizado del plan.",consulta_precio,1,caliente
L00212,CHUCK_09,este producto incluye soporte y configuracion inicial.,consulta_producto,0,tibio
L00213,CHUCK_06,este producto incluye soporte y configuracion inicial.,consulta_producto,0,tibio
L00214,CHUCK_07,podemos resolver esa objecion con una opcion mas flexible.,objecion,0,tibio
L00215,CHUCK_01,"es normal tener esa inquietud, revisemos alternativas.",objecion,1,frio
L00216,CHUCK_01,"hola, gracias por contactarnos. como puedo ayudarte hoy?",saludo,0,frio
L00217,CHUCK_06,"tenemos stock disponible, puedo procesar tu compra en este momento.",compra,1,caliente
L00218,CHUCK_07,te comparo este plan frente a otras alternativas del mercado.,comparacion,0,tibio
L00219,CHUCK_04,"perfecto, hablamos pronto. que tengas excelente dia.",despedida,0,frio
L00220,CHUCK_01,"el costo depende del paquete, te paso las opciones de precio.",consulta_precio,1,tibio
L00221,CHUCK_10,te ayudo con soporte tecnico paso a paso.,soporte,0,frio
L00222,CHUCK_04,"excelente decision, te ayudo a completar tu compra ahora.",compra,0,caliente
L00223,CHUCK_09,"si, te puedo detallar precios y promociones vigentes.",consulta_precio,1,tibio
L00224,CHUCK_04,te escribo para dar seguimiento a tu interes.,seguimiento,0,frio
L00225,CHUCK_01,"tengo disponibilidad para demo, te paso horarios.",agendar_demo,1,tibio
L00226,CHUCK_05,vamos a revisar ese inconveniente para resolverlo rapido.,soporte,0,frio
L00227,CHUCK_10,podemos agendar una demo de 20 minutos esta semana.,agendar_demo,0,tibio
L00228,CHUCK_01,vamos a revisar ese inconveniente para resolverlo rapido.,soporte,0,frio
L00229,CHUCK_03,te comparto los beneficios para tu caso de uso.,consulta_producto,0,frio
L00230,CHUCK_07,"perfecto, te comparto el link de pago para cerrar la compra.",compra,0,tibio
L00231,CHUCK_06,quedo atento para continuar cuando te venga bien.,seguimiento,0,frio
L00232,CHUCK_02,"perfecto, te comparto el link de pago para cerrar la compra.",compra,1,caliente
L00233,CHUCK_01,"si quieres, te envio una tabla comparativa clara.",comparacion,1,caliente
L00234,CHUCK_01,"si, te puedo detallar precios y promociones vigentes.",consulta_precio,1,caliente
L00235,CHUCK_08,"perfecto, te comparto el link de pago para cerrar la compra.",compra,0,caliente
L00236,CHUCK_02,"gracias por tu tiempo, quedo atento a cualquier consulta.",despedida,0,frio
L00237,CHUCK_02,podemos resolver esa objecion con una opcion mas flexible.,objecion,0,tibio
L00238,CHUCK_09,te escribo para dar seguimiento a tu interes.,seguimiento,0,tibio
L00239,CHUCK_02,"es normal tener esa inquietud, revisemos alternativas.",objecion,0,tibio
L00240,CHUCK_08,retomo la conversacion para ayudarte con la decision.,seguimiento,0,frio
L00241,CHUCK_05,"bienvenido, estoy para ayudarte con toda la informacion.",saludo,0,frio
L00242,CHUCK_02,te comparto los beneficios para tu caso de uso.,consulta_producto,0,tibio
L00243,CHUCK_01,"el costo depende del paquete, te paso las opciones de precio.",consulta_precio,1,caliente
L00244,CHUCK_07,"el costo depende del paquete, te paso las opciones de precio.",consulta_precio,1,tibio
L00245,CHUCK_09,"tengo disponibilidad para demo, te paso horarios.",agendar_demo,0,tibio
L00246,CHUCK_08,te escribo para dar seguimiento a tu interes.,seguimiento,0,frio
L00247,CHUCK_03,te comparo este plan frente a otras alternativas del mercado.,comparacion,0,tibio
L00248,CHUCK_06,"si te parece, coordinamos una demostracion personalizada.",agendar_demo,0,tibio
L00249,CHUCK_02,te comparto los beneficios para tu caso de uso.,consulta_producto,0,tibio
L00250,CHUCK_10,te escribo para dar seguimiento a tu interes.,seguimiento,0,tibio
L00251,CHUCK_05,"excelente decision, te ayudo a completar tu compra ahora.",compra,0,caliente
L00252,CHUCK_02,vamos a revisar ese inconveniente para resolverlo rapido.,soporte,0,frio
L00253,CHUCK_05,podemos resolver esa objecion con una opcion mas flexible.,objecion,0,tibio
L00254,CHUCK_01,"gracias por tu tiempo, quedo atento a cualquier consulta.",despedida,0,frio
L00255,CHUCK_09,este producto incluye soporte y configuracion inicial.,consulta_producto,0,frio
L00256,CHUCK_05,te comparto los beneficios para tu caso de uso.,consulta_producto,0,tibio
L00257,CHUCK_07,"tenemos stock disponible, puedo procesar tu compra en este momento.",compra,1,caliente
L00258,CHUCK_03,"si, te puedo detallar precios y promociones vigentes.",consulta_precio,1,tibio
L00259,CHUCK_02,quedo atento para continuar cuando te venga bien.,seguimiento,0,frio
L00260,CHUCK_10,puedo guiarte para solucionar el problema ahora mismo.,soporte,0,frio
L00261,CHUCK_03,"tenemos stock disponible, puedo procesar tu compra en este momento.",compra,0,caliente
L00262,CHUCK_06,este producto incluye soporte y configuracion inicial.,consulta_producto,0,tibio
L00263,CHUCK_07,"si, te puedo detallar precios y promociones vigentes.",consulta_precio,1,tibio
L00264,CHUCK_03,fue un gusto ayudarte. estoy disponible cuando lo necesites.,despedida,0,frio
L00265,CHUCK_04,"claro, te comparto el precio actualizado del plan.",consulta_precio,1,tibio
L00266,CHUCK_07,"si quieres, te envio una tabla comparativa clara.",comparacion,0,caliente
L00267,CHUCK_04,"es normal tener esa inquietud, revisemos alternativas.",objecion,1,frio
L00268,CHUCK_02,"tenemos stock disponible, puedo procesar tu compra en este momento.",compra,0,caliente
L00269,CHUCK_02,"tengo disponibilidad para demo, te paso horarios.",agendar_demo,1,caliente
L00270,CHUCK_03,este producto incluye soporte y configuracion inicial.,consulta_producto,0,tibio
L00271,CHUCK_09,"el costo depende del paquete, te paso las opciones de precio.",consulta_precio,1,caliente
L00272,CHUCK_05,te escribo para dar seguimiento a tu interes.,seguimiento,1,tibio
L00273,CHUCK_02,puedo guiarte para solucionar el problema ahora mismo.,soporte,0,frio
L00274,CHUCK_05,"hola, un gusto saludarte. en que te asesoro?",saludo,1,frio
L00275,CHUCK_10,te escribo para dar seguimiento a tu interes.,seguimiento,1,tibio
L00276,CHUCK_04,"tenemos stock disponible, puedo procesar tu compra en este momento.",compra,0,caliente
L00277,CHUCK_06,"hola, gracias por contactarnos. como puedo ayudarte hoy?",saludo,1,frio
L00278,CHUCK_02,"si te parece, coordinamos una demostracion personalizada.",agendar_demo,0,tibio
L00279,CHUCK_02,"gracias por tu tiempo, quedo atento a cualquier consulta.",despedida,0,frio
L00280,CHUCK_02,podemos agendar una demo de 20 minutos esta semana.,agendar_demo,0,tibio
L00281,CHUCK_04,"tenemos stock disponible, puedo procesar tu compra en este momento.",compra,0,caliente
L00282,CHUCK_04,retomo la conversacion para ayudarte con la decision.,seguimiento,0,tibio
L00283,CHUCK_06,"es normal tener esa inquietud, revisemos alternativas.",objecion,0,tibio
L00284,CHUCK_04,"el costo depende del paquete, te paso las opciones de precio.",consulta_precio,1,caliente
L00285,CHUCK_02,"perfecto, te comparto el link de pago para cerrar la compra.",compra,1,caliente
L00286,CHUCK_10,"entiendo tu duda, te aclaro ese punto para que decidas con confianza.",objecion,0,tibio
L00287,CHUCK_05,"es normal tener esa inquietud, revisemos alternativas.",objecion,0,tibio
L00288,CHUCK_06,"si te parece, coordinamos una demostracion personalizada.",agendar_demo,0,caliente
L00289,CHUCK_06,te explico las caracteristicas principales del producto.,consulta_producto,0,tibio
L00290,CHUCK_07,te escribo para dar seguimiento a tu interes.,seguimiento,0,tibio
L00291,CHUCK_10,te escribo para dar seguimiento a tu interes.,seguimiento,0,tibio
L00292,CHUCK_02,"tengo disponibilidad para demo, te paso horarios.",agendar_demo,1,tibio
L00293,CHUCK_01,"tengo disponibilidad para demo, te paso horarios.",agendar_demo,0,tibio
L00294,CHUCK_01,te comparto los beneficios para tu caso de uso.,consulta_producto,0,frio
L00295,CHUCK_09,te comparto los beneficios para tu caso de uso.,consulta_producto,1,frio
L00296,CHUCK_08,"hola, un gusto saludarte. en que te asesoro?",saludo,1,frio
L00297,CHUCK_10,te comparto los beneficios para tu caso de uso.,consulta_producto,0,frio
L00298,CHUCK_01,"el costo depende del paquete, te paso las opciones de precio.",consulta_precio,1,caliente
L00299,CHUCK_06,te comparto los beneficios para tu caso de uso.,consulta_producto,0,frio
L00300,CHUCK_02,este producto incluye soporte y configuracion inicial.,consulta_producto,0,tibio
L00301,CHUCK_01,este producto incluye soporte y configuracion inicial.,consulta_producto,0,tibio
L00302,CHUCK_08,"perfecto, te comparto el link de pago para cerrar la compra.",compra,0,caliente
L00303,CHUCK_01,"hola, gracias por contactarnos. como puedo ayudarte hoy?",saludo,0,frio
L00304,CHUCK_02,te explico las caracteristicas principales del producto.,consulta_producto,0,tibio
L00305,CHUCK_08,"entiendo tu duda, te aclaro ese punto para que decidas con confianza.",objecion,1,frio
L00306,CHUCK_07,"excelente decision, te ayudo a completar tu compra ahora.",compra,0,caliente
